recency,frequency,tenure,capacity score,last gift amount,region,age,gender,marital status
0,0.36,70,11,1465.0,9,31,f,n
2,0.5,21,62,4909.04,9,62,f,y
10,0.22,59,51,2765.4,7,47,f,n
5,0.43,102,54,4153.05,2,37,m,y
1,0.23,12,42,1839.29,7,25,f,n
8,0.29,65,59,1103.55,9,54,f,y
1,0.31,15,63,1868.39,2,81,m,n
1,0.31,58,64,1877.3,7,79,m,n
2,0.36,13,75,702.06,7,48,f,n
3,0.32,131,71,1571.6,3,45,m,n
18,0.14,90,28,482.64,6,62,f,y
5,0.25,95,55,35.91,8,40,m,n
1,0.14,42,29,1081.13,10,59,m,y
27,0.2,137,63,4561.8,8,66,m,n
3,0.25,89,29,4502.55,3,73,m,y
22,0.22,109,36,6106.0,6,53,m,w
3,0.29,28,69,5358.65,2,51,f,w
0,0.12,142,32,702.39,2,41,f,n
8,0.24,171,41,0.0,8,42,f,n
22,0.18,50,40,11031.89,10,51,m,y
9,0.21,178,42,0.0,5,60,f,w
0,0.39,151,34,7887.71,5,68,f,y
2,0.17,51,38,1127.86,4,42,f,y
6,0.35,7,55,2497.55,10,77,f,w
0,0.21,22,48,1046.73,4,50,m,n
6,0.3,123,39,2402.98,8,54,m,y
12,0.35,21,68,10578.92,3,43,m,y
35,0.17,115,38,0.0,3,25,m,y
6,0.22,178,71,3263.31,8,68,f,y
9,0.27,53,46,5176.95,3,66,m,y
1,0.33,157,55,21274.43,2,50,f,y
1,0.31,100,45,91530.18,5,56,f,y
8,0.2,97,37,276.51,3,62,f,w
1,0.27,166,32,923.72,6,31,f,n
11,0.22,111,47,623.91,7,47,m,y
9,0.17,108,18,11494.12,3,66,f,w
3,0.23,137,53,0.0,9,36,m,n
8,0.22,6,52,1990.68,10,59,f,y
3,0.56,38,78,60795.58,1,34,f,y
7,0.23,136,25,2007.1,7,61,f,y
8,0.28,106,67,78721.56,4,54,m,y
9,0.19,50,42,632.43,7,30,f,y
5,0.24,26,52,4432.44,9,72,m,n
3,0.32,78,74,152079.4,9,43,m,n
7,0.48,62,92,0.0,1,42,f,n
5,0.37,173,70,1386.23,10,58,m,y
0,0.21,67,38,5885.33,4,72,f,w
5,0.18,176,31,5596.6,7,39,m,n
3,0.21,126,44,1397.32,10,55,f,w
0,0.23,179,56,3561.36,6,61,m,y
0,0.28,29,11,789.44,9,65,f,w
6,0.41,157,99,14860.96,7,57,f,n
13,0.45,143,36,0.0,3,49,f,n
5,0.29,104,30,0.0,7,42,m,n
0,0.28,73,37,3873.31,10,56,f,y
14,0.34,62,81,0.0,5,38,m,w
8,0.31,177,80,4747.06,2,25,m,y
19,0.21,80,44,0.0,10,61,m,y
36,0.43,112,73,10788.0,3,68,f,y
14,0.21,53,33,0.0,6,25,m,y
19,0.31,82,35,4460.19,6,39,f,n
11,0.19,160,44,4701.31,7,64,f,w
19,0.3,35,70,16725.64,6,85,m,n
5,0.21,51,51,1566.56,9,55,f,w
20,0.39,145,82,0.0,5,44,m,n
1,0.3,125,42,100.96,5,52,f,y
1,0.33,65,58,40489.34,8,75,m,y
5,0.18,152,44,493.13,8,45,f,n
2,0.19,109,58,7277.32,1,43,m,y
8,0.43,73,12,44.9,3,47,m,y
13,0.23,167,54,329.83,6,40,m,y
1,0.25,123,54,245.26,6,56,m,y
0,0.16,129,40,178.35,1,79,m,w
7,0.32,122,55,380.56,2,59,m,y
8,0.3,12,22,976.43,10,51,f,y
6,0.21,87,42,1784.92,7,50,f,y
9,0.29,175,84,19509.98,1,31,f,y
0,0.41,58,81,5320.48,10,68,f,y
9,0.31,141,21,244.37,5,53,f,y
5,0.13,155,37,0.0,1,52,f,n
2,0.64,31,60,316.7,6,95,f,y
4,0.33,179,54,469.98,7,59,m,y
1,0.21,122,57,9201.08,8,43,f,y
0,0.32,86,40,5325.62,3,48,m,y
1,0.19,177,44,3202.3,3,72,f,n
5,0.46,169,70,0.0,1,56,f,y
4,0.33,46,71,7046.0,3,33,m,y
25,0.17,116,31,4809.03,5,68,f,n
18,0.35,87,64,0.0,6,44,m,y
2,0.31,160,85,2086.9,3,83,m,w
4,0.2,75,29,1000.32,4,71,m,n
27,0.56,103,76,0.0,5,48,f,y
4,0.19,174,14,1201.87,5,74,f,w
31,0.33,10,89,7007.67,9,56,f,y
2,0.44,162,76,1081.27,8,67,m,y
7,0.43,127,84,0.0,1,62,f,n
11,0.2,17,19,287.27,2,42,f,n
1,0.14,158,24,473.49,5,45,m,w
30,0.31,167,55,4666.38,3,70,f,n
9,0.31,80,36,0.0,7,49,m,n
0,0.32,29,47,213.04,6,48,m,y
0,0.21,120,56,1459.25,2,40,m,n
2,0.51,118,67,1556.01,8,61,f,y
27,0.16,68,28,1582.14,5,85,m,y
14,0.15,143,14,339.08,6,38,m,n
10,0.19,138,44,8879.74,8,55,m,n
2,0.34,94,20,121.96,6,76,m,y
15,0.21,33,45,815.23,10,53,m,n
6,0.37,50,59,350.16,3,61,m,y
36,0.31,116,61,90717.2,7,39,f,y
2,0.31,173,56,763.34,4,61,m,y
17,0.18,129,44,267468.42,6,52,f,y
0,0.38,96,74,20823.47,6,69,f,y
13,0.19,141,37,0.0,5,72,m,w
6,0.19,32,42,29321.98,1,93,m,y
5,0.4,150,100,9201.08,8,63,f,y
2,0.6,177,74,81768.09,10,59,m,n
1,0.18,36,38,196.73,2,57,m,y
3,0.11,10,3,63.51,4,49,m,y
1,0.29,65,32,2597.09,3,60,f,y
2,0.37,94,88,94142.67,6,50,f,y
34,0.43,152,71,264.92,1,57,f,n
14,0.24,106,39,799.77,9,74,f,w
0,0.37,47,39,3546.24,5,39,m,n
3,0.27,28,36,14.32,5,72,m,y
1,0.24,126,27,2982.14,4,74,m,w
1,0.33,114,64,4920.36,4,53,m,y
1,0.22,82,50,1905.24,1,25,m,y
6,0.34,22,81,4503.89,9,45,m,y
1,0.4,119,64,2489.34,9,74,m,w
36,0.3,63,48,2195.81,4,54,m,n
1,0.12,136,21,1371.56,10,40,m,n
16,0.26,101,33,1950.34,10,47,f,n
12,0.3,50,81,3456.61,4,67,f,y
25,0.61,40,61,2387.03,7,63,f,y
22,0.24,7,51,2070.29,4,51,m,n
5,0.14,52,41,627.55,1,49,m,n
36,0.22,8,48,0.0,9,49,m,n
19,0.43,162,41,3826.22,2,41,m,y
5,0.32,133,67,2487.73,5,79,m,w
5,0.54,25,38,2939.77,4,50,f,y
10,0.33,167,94,12210.94,8,73,f,w
5,0.24,45,61,917.27,6,77,m,n
18,0.4,114,34,0.0,7,69,m,w
0,0.46,70,69,5179.66,2,48,m,y
24,0.26,95,56,1248.13,4,61,m,n
33,0.34,68,61,0.0,4,54,m,y
36,0.38,61,100,19887.47,2,41,m,y
9,0.31,165,55,13789.36,10,59,m,y
0,0.14,71,29,259.62,4,37,m,n
12,0.18,101,28,2236.09,9,72,m,y
11,0.19,174,46,1611.43,8,48,m,y
1,0.26,162,71,15537.46,1,58,m,w
2,0.26,121,64,1719.56,8,59,f,n
1,0.32,92,55,773.5,9,51,m,y
20,0.26,56,61,18684.68,8,63,f,y
3,0.24,17,44,5310.95,10,47,f,n
23,0.25,49,45,337.9,1,68,f,n
3,0.32,143,42,58.62,8,34,f,n
3,0.22,88,37,25240.84,5,56,f,n
3,0.3,95,63,11336.79,9,84,f,y
14,0.34,14,30,7609.62,9,39,m,n
1,0.2,162,49,1514.18,6,44,m,y
9,0.22,162,40,282.37,3,62,f,y
0,0.14,97,28,1915.77,7,57,f,n
36,0.18,130,29,7649.48,3,60,f,y
5,0.21,69,45,3806.43,7,62,f,y
1,0.27,136,60,8778.5,8,64,f,n
4,0.21,120,32,3224.15,5,71,f,y
0,0.27,128,70,1393.11,5,61,f,y
9,0.23,137,35,0.0,4,51,f,n
5,0.27,147,35,226.55,3,65,f,w
1,0.15,107,47,9976.43,8,83,f,w
7,0.23,82,58,209.09,6,53,f,y
2,0.37,161,34,109.87,6,40,f,y
22,0.3,68,70,3741.46,2,71,m,y
8,0.14,172,26,1211.36,4,53,m,n
4,0.25,113,24,306.27,5,25,f,y
1,0.43,153,61,108007.66,10,67,f,w
9,0.46,33,22,1586.06,5,46,m,y
5,0.39,129,54,27780.67,3,53,m,y
11,0.31,147,41,5181.43,10,59,f,n
8,0.44,82,61,36810.32,5,57,f,n
7,0.23,80,37,242.4,5,65,f,n
10,0.26,107,64,1112.75,2,48,f,n
3,0.26,44,33,1454.59,5,62,m,w
27,0.41,148,49,4831.86,3,51,m,w
22,0.16,78,29,2052.21,3,66,m,n
10,0.26,136,50,1836.11,5,64,f,n
1,0.3,10,37,1298.26,9,40,m,n
13,0.3,97,87,25985.29,2,71,f,y
3,0.11,175,18,406.64,9,46,f,y
1,0.3,148,65,2678.7,3,67,f,y
8,0.63,8,72,2171.56,7,60,f,y
11,0.21,168,34,0.0,1,82,m,y
15,0.36,140,69,0.0,1,51,f,y
1,0.1,99,29,103.36,8,49,m,n
1,0.29,157,54,1033.53,9,54,m,n
18,0.4,164,47,758.74,3,50,m,y
2,0.49,83,76,20303.31,6,66,m,y
7,0.64,85,66,0.0,3,30,f,n
1,0.34,120,38,3015.92,6,39,f,n
1,0.36,9,35,1287.51,7,38,m,n
2,0.19,136,40,4484.22,5,69,m,w
2,0.15,133,33,20015.75,3,80,f,w
1,0.24,14,44,374.71,8,53,f,y
0,0.22,73,19,290.58,5,52,m,y
0,0.48,123,74,32250.83,1,56,f,n
3,0.33,93,65,606.3,9,72,f,y
3,0.22,144,37,2013.13,3,41,f,n
12,0.5,169,73,1049.06,2,58,m,y
14,0.26,130,62,6752.45,3,69,f,n
1,0.23,77,40,200.6,7,62,f,y
12,0.32,135,87,16604.88,10,57,f,y
2,0.29,55,43,107.84,8,70,f,y
5,0.26,8,52,307.82,2,25,f,n
0,0.2,72,39,705.81,7,65,m,y
4,0.32,90,63,22413.13,5,45,f,n
0,0.33,120,53,34292.51,9,27,f,n
0,0.3,67,30,622.86,7,62,f,n
21,0.25,19,78,0.0,1,75,m,w
12,0.22,127,63,618.31,1,52,m,n
1,0.25,28,43,93.91,6,69,f,y
2,0.28,128,34,1137.85,9,79,f,y
1,0.33,82,37,0.0,1,74,m,w
1,0.25,21,42,3419.13,3,79,f,w
6,0.28,151,65,2069.63,5,66,m,y
6,0.32,18,24,2962.16,4,56,f,n
6,0.49,130,55,5580.99,1,30,f,y
0,0.22,61,47,1586.9,10,51,m,y
9,0.29,178,50,2973.44,4,42,f,n
0,0.16,45,23,263.8,4,87,f,y
36,0.49,108,81,7590.59,10,52,m,y
14,0.24,164,47,3220.48,4,56,f,y
20,0.43,109,45,0.0,3,63,m,y
12,0.31,37,65,8979.54,7,55,f,y
3,0.31,134,58,3620.49,1,80,m,y
1,0.16,40,38,920.72,2,45,m,y
5,0.24,41,52,5832.19,1,57,m,y
12,0.27,97,34,0.0,4,43,m,y
5,0.23,71,52,1986.33,5,35,f,y
2,0.12,34,16,723.54,10,45,m,y
2,0.21,176,50,11970.21,5,54,m,n
5,0.2,162,52,1675.94,2,48,f,y
4,0.24,48,33,311.48,3,44,f,y
7,0.25,24,62,37506.94,4,33,f,y
0,0.25,126,62,5153.56,10,53,f,y
8,0.33,103,43,824.96,6,32,f,n
5,0.22,36,36,1513.22,6,66,m,y
12,0.1,106,28,11187.01,2,56,m,y
2,0.21,24,57,50157.8,2,33,f,y
12,0.2,34,29,0.0,9,50,m,n
25,0.2,78,56,49.49,2,43,m,y
4,0.27,140,50,1439.87,2,59,m,n
3,0.3,81,27,729.98,3,75,m,y
15,0.39,87,63,0.0,9,26,f,y
2,0.29,55,53,9714.63,6,56,f,n
10,0.26,154,49,0.0,6,52,f,n
6,0.43,142,39,105.98,10,65,f,n
4,0.25,167,64,14951.56,5,58,m,y
1,0.24,39,40,2244.66,7,43,m,n
0,0.25,52,55,4555.52,4,50,f,y
6,0.2,29,31,49.68,10,43,m,n
0,0.25,85,34,1905.48,10,71,m,n
0,0.32,33,62,2484.77,3,55,f,y
7,0.3,179,41,1730.58,7,83,f,w
2,0.29,56,78,2772.38,10,54,m,n
9,0.33,116,86,5206.89,1,44,f,y
1,0.28,11,39,374.57,6,32,f,n
0,0.39,123,77,14626.93,2,27,m,n
5,0.22,58,68,1012.07,2,31,f,y
2,0.26,65,72,10008.77,8,59,m,w
4,0.37,174,78,100976.5,3,62,f,y
0,0.24,16,46,2174.92,9,31,f,n
2,0.29,9,62,707.53,4,68,f,n
0,0.17,19,33,220.51,6,47,m,n
13,0.19,146,52,4267.63,1,57,m,y
0,0.25,148,55,3537.15,10,79,m,w
25,0.36,118,61,786.73,10,68,f,y
2,0.23,13,43,724.18,3,50,m,y
0,0.13,93,20,165.79,4,41,m,y
15,0.15,16,32,253.82,5,25,m,n
8,0.29,117,67,0.0,1,44,m,n
15,0.26,104,63,427.97,4,51,m,y
6,0.36,28,72,1191.53,5,40,f,n
2,0.36,114,76,8767.48,4,53,m,y
0,0.2,12,35,2232.01,10,56,m,w
6,0.13,74,18,685.59,10,51,f,y
8,0.26,165,52,2057.5,7,45,f,y
4,0.18,177,46,1552.35,8,57,m,y
3,0.29,136,80,2015.22,8,61,m,y
15,0.46,99,41,2307.86,3,38,f,y
8,0.35,127,70,0.0,5,76,m,w
1,0.29,49,44,2710.65,10,53,f,y
19,0.13,56,33,0.0,8,55,m,w
1,0.29,66,62,2764.48,7,65,m,n
17,0.18,56,34,156.39,9,58,m,n
0,0.48,166,55,17121.3,10,69,f,y
28,0.28,25,55,13102.86,7,59,f,w
5,0.47,35,73,5846.34,2,45,m,n
1,0.39,126,90,39546.71,4,60,f,w
0,0.63,49,87,1511.99,8,37,m,w
4,0.3,91,45,2056.04,9,56,m,y
4,0.32,162,60,1522.57,7,54,f,y
6,0.19,154,11,642.59,5,51,m,n
3,0.19,117,57,1025.89,1,53,f,w
5,0.26,144,38,2386.28,9,26,f,n
7,0.17,15,28,303.12,6,46,f,y
15,0.34,40,61,360.08,2,56,f,n
25,0.3,159,67,13946.07,10,57,m,y
17,0.41,128,51,9673.75,10,39,m,y
0,0.28,119,77,25567.15,2,73,m,n
2,0.29,177,70,8470.74,10,42,m,y
1,0.35,137,91,9586.7,1,69,f,y
7,0.24,79,44,12876.59,4,61,m,w
10,0.09,44,12,753.85,10,45,f,n
9,0.44,174,95,3691.34,2,81,m,w
4,0.19,99,30,47.63,10,37,f,n
7,0.22,72,37,278.28,9,68,f,y
2,0.32,94,62,4645.5,2,70,f,n
8,0.27,107,71,10805.0,9,44,m,n
1,0.23,111,67,4025.7,1,75,f,w
0,0.25,41,58,61450.23,7,51,m,n
3,0.24,9,39,444.02,6,59,m,y
12,0.41,79,54,6303.73,6,58,m,y
2,0.24,18,58,2853.01,2,52,f,y
1,0.19,75,50,2002.22,1,67,m,w
18,0.19,12,42,335.57,10,66,f,y
6,0.23,161,76,10285.2,8,28,f,n
1,0.23,127,63,2598.05,8,74,m,n
1,0.23,42,53,8508.44,2,30,f,n
1,0.3,148,67,7578.22,4,70,f,y
1,0.22,35,37,2966.06,4,71,m,y
12,0.26,109,66,0.0,2,38,f,y
12,0.33,79,75,47191.2,9,48,m,n
24,0.38,17,74,11804.28,4,38,f,y
2,0.29,86,66,3651.68,4,51,m,n
6,0.31,117,28,1036.38,4,50,m,y
6,0.3,35,28,829.56,5,66,f,n
0,0.13,134,17,53.55,10,74,m,y
5,0.34,41,100,15925.02,8,75,m,w
1,0.35,128,21,10118.67,4,46,m,y
2,0.18,93,37,1072.01,3,51,m,n
13,0.35,26,81,30238.85,1,29,f,y
2,0.35,111,48,829.93,2,42,f,n
12,0.24,37,63,2253.8,4,69,f,w
0,0.23,68,51,768.76,9,79,f,y
6,0.26,146,74,1248.69,1,36,m,y
8,0.38,170,71,14507.08,6,46,m,n
12,0.38,49,75,34936.89,6,54,f,n
11,0.25,154,39,7084.46,10,59,f,y
2,0.39,151,33,560.3,3,42,m,y
8,0.67,51,63,7955.07,10,61,m,y
1,0.16,159,35,5209.32,9,47,f,y
1,0.37,10,39,1638.53,10,54,f,y
1,0.27,138,67,825.63,3,63,f,n
1,0.16,36,46,2001.21,1,55,m,y
1,0.36,161,69,16254.84,2,48,f,n
3,0.32,82,55,2423.37,4,53,m,w
9,0.11,80,19,4079.88,4,53,m,y
12,0.16,132,44,890.95,2,49,f,n
3,0.32,18,48,12759.01,10,51,m,w
10,0.17,127,41,1084.9,6,78,m,y
11,0.19,151,36,4309.06,6,63,f,y
3,0.26,157,50,14674.59,3,50,f,w
36,0.48,162,77,12015.98,1,65,f,w
6,0.32,161,27,2415.81,10,49,m,y
9,0.24,107,56,6605.22,9,72,m,y
0,0.24,178,52,1240.47,4,60,f,y
6,0.27,122,50,45187.25,9,53,f,y
10,0.29,89,60,4164.64,5,61,f,y
6,0.39,16,65,24059.48,7,31,m,n
15,0.53,56,60,0.0,3,38,m,n
0,0.31,64,54,820.41,3,37,f,y
17,0.22,89,69,627.98,8,57,f,n
11,0.23,110,57,11350.11,1,80,m,y
0,0.26,18,59,54832.4,8,88,m,y
0,0.49,52,58,752.97,8,64,f,y
0,0.25,93,51,4016.57,3,62,m,y
4,0.36,176,82,1102.85,1,27,m,y
1,0.22,157,57,63892.74,9,46,m,n
0,0.25,68,47,411.51,4,43,f,y
13,0.19,150,44,5939.82,7,45,m,n
1,0.21,74,45,669.45,9,52,f,y
7,0.26,59,48,50580.61,3,47,m,y
7,0.25,147,36,20233.75,5,25,f,n
13,0.5,20,79,3178.12,10,66,m,n
6,0.18,143,38,3918.28,3,38,f,y
28,0.26,155,57,153180.58,5,58,f,n
6,0.25,100,55,126.6,2,86,f,w
8,0.29,18,73,5737.59,4,41,f,n
18,0.57,86,100,0.0,2,25,f,y
10,0.41,70,50,3340.98,3,50,f,n
10,0.38,147,39,4543.67,5,71,f,n
0,0.28,49,33,2884.12,9,84,f,w
0,0.79,172,61,103926.45,3,36,m,y
2,0.38,168,52,1233.73,10,62,f,y
6,0.17,122,18,894.58,6,48,m,n
17,0.4,32,73,8817.71,4,53,m,y
0,0.18,178,40,1622.44,4,94,m,n
1,0.39,62,30,44967.13,10,32,m,n
6,0.67,27,69,1203.93,10,58,f,w
1,0.43,39,62,3385.63,5,62,f,y
5,0.14,142,28,855.37,7,71,f,n
18,0.23,55,54,0.0,4,56,f,y
10,0.18,59,53,3658.3,8,59,f,y
10,0.28,105,59,12434.76,9,49,f,w
4,0.22,67,57,1812.36,9,59,m,n
8,0.39,171,16,0.0,9,49,f,y
10,0.33,89,78,7228.25,2,64,f,y
0,0.32,32,61,26414.09,3,49,f,n
13,0.27,130,55,999.52,5,60,f,n
17,0.26,69,72,0.0,1,54,f,y
1,0.39,136,90,81920.17,4,71,m,y
14,0.17,132,16,29231.9,5,54,m,y
3,0.34,16,56,2211.11,9,28,f,y
3,0.19,29,56,300.4,8,73,f,y
7,0.35,34,88,18050.47,1,41,f,y
13,0.22,13,29,0.0,3,45,m,n
4,0.22,24,43,1096.45,3,46,m,y
8,0.5,73,39,197.18,6,75,f,w
14,0.41,104,76,8284.37,4,25,m,y
12,0.37,129,65,10959.74,4,95,f,y
2,0.34,53,42,736.85,1,70,m,y
9,0.26,173,55,3313.3,10,58,m,y
8,0.28,107,69,0.0,4,54,f,w
9,0.28,149,74,2938.34,1,59,m,y
4,0.24,69,33,1879.74,5,62,f,y
0,0.24,13,36,108.76,3,64,f,w
3,0.26,114,62,1926.01,10,63,m,y
10,0.19,138,37,6753.2,5,56,f,y
11,0.43,128,40,6754.62,3,52,f,y
16,0.28,158,74,0.0,5,52,m,y
2,0.3,58,59,158.96,4,52,m,y
8,0.34,54,74,16554.15,9,72,m,n
1,0.17,77,25,3478.93,6,63,f,n
1,0.25,154,16,227.41,10,25,f,n
9,0.46,56,67,2087.25,2,64,f,y
1,0.83,179,79,2752.25,1,57,f,y
0,0.28,14,86,25292.48,1,54,f,y
7,0.2,69,63,27579.04,1,49,f,n
0,0.29,28,68,43525.79,9,71,f,y
6,0.34,141,58,2078.7,5,69,m,n
13,0.19,59,31,19631.29,4,43,f,n
0,0.26,97,49,535.56,10,61,f,y
8,0.98,20,63,786.57,5,40,f,n
0,0.26,57,48,415.97,9,34,f,y
7,0.4,9,36,50677.58,3,45,m,y
16,0.18,167,26,1796.78,3,67,f,y
4,0.18,106,40,21955.79,2,69,m,y
3,0.32,157,56,1794.7,8,62,f,n
13,0.4,154,38,746.27,7,65,m,y
7,0.3,135,43,51034.55,2,62,f,y
4,0.24,12,42,77.44,4,45,f,w
7,0.29,80,41,4733.5,7,61,f,y
2,0.21,81,59,14977.55,1,67,m,y
19,0.15,40,46,2858.99,1,66,f,y
0,0.26,159,80,11250.33,8,72,f,n
2,0.27,151,73,8722.77,6,65,f,w
14,0.26,69,65,33286.08,2,60,m,y
1,0.29,127,43,2607.36,10,71,f,w
2,0.17,61,38,662.18,10,54,m,y
6,0.23,60,73,12885.4,1,41,f,y
9,0.2,145,27,6573.34,3,52,m,y
0,0.39,42,19,3609.59,4,43,f,n
14,0.16,57,32,2905.43,5,44,f,y
6,0.35,152,63,9777.0,10,52,m,w
0,0.26,20,35,401.39,3,43,f,y
6,0.19,132,36,4552.99,5,50,f,y
1,0.15,91,32,44.08,7,26,m,n
1,0.36,89,73,3872.06,9,58,f,n
6,0.14,112,9,120.93,5,55,m,y
9,0.2,82,37,67.37,4,42,m,y
2,0.38,159,59,1383.08,10,64,m,y
19,0.2,50,32,8402.75,9,69,f,n
4,0.36,101,86,0.0,8,30,m,n
3,0.31,26,77,0.0,5,43,f,n
6,0.3,86,81,436388.34,9,43,f,y
12,0.15,58,29,5642.97,9,40,m,w
0,0.22,162,56,680.2,1,67,f,n
15,0.33,118,50,4483.14,6,52,m,y
5,0.21,152,25,92.47,5,51,f,y
5,0.18,83,28,0.0,6,25,m,y
14,0.2,132,27,52570.17,10,64,m,y
6,0.24,124,34,9490.61,3,36,f,n
4,0.15,108,26,356.17,3,55,f,n
14,0.15,92,22,479.74,10,59,m,w
26,0.22,110,47,6082.14,5,75,f,y
11,0.21,7,49,951.66,7,35,m,n
19,0.24,120,55,0.0,4,25,f,y
12,0.25,37,40,432.48,6,57,f,y
12,0.15,107,25,0.0,5,82,m,w
2,0.2,67,36,323.14,2,73,m,y
21,0.16,102,50,7146.92,1,58,m,n
0,0.21,127,47,2516.14,6,47,m,n
6,0.38,140,79,11080.71,5,67,m,n
0,0.32,103,61,2518.62,9,40,f,y
3,0.14,89,19,297.77,7,62,f,n
9,0.32,155,74,1009.3,1,62,m,w
0,0.19,162,40,568.51,10,70,f,w
0,0.34,112,40,2641.14,6,95,f,w
6,0.25,106,57,11285.24,7,60,f,n
0,0.19,136,27,8431.08,3,47,f,y
2,0.5,27,52,0.0,9,54,f,n
11,0.24,89,48,15879.12,2,28,m,n
3,0.29,94,50,5314.18,1,44,m,n
4,0.34,111,50,9795.38,10,48,m,n
11,0.18,98,27,1988.15,10,47,m,y
1,0.14,143,28,2796.47,9,57,m,y
14,0.18,108,31,496.26,7,42,f,n
0,0.25,106,64,5695.35,10,71,m,y
2,0.2,45,55,2376.34,1,55,f,y
4,0.24,119,63,1085.43,4,54,m,y
1,0.28,153,60,9159.33,10,50,f,y
14,0.14,130,30,1210.9,3,57,f,n
21,0.3,92,37,17.43,7,67,m,y
2,0.54,16,52,2400.06,5,41,m,y
1,0.25,141,64,15005.54,9,45,f,y
13,0.14,98,1,635.56,3,50,m,y
36,0.15,41,22,372.22,6,34,m,y
7,0.32,158,64,14791.77,10,42,m,y
33,0.5,172,70,0.0,2,47,f,n
0,0.37,103,57,18341.81,3,68,f,y
11,0.31,116,40,0.0,4,58,f,n
5,0.21,101,41,214.33,6,57,f,w
4,0.46,67,100,587.57,1,67,f,w
7,0.15,110,30,964.81,6,52,f,y
2,0.28,154,37,2904.48,4,60,f,y
5,0.28,152,73,42209.43,8,53,m,y
5,0.37,158,89,63023.21,9,58,m,y
11,0.38,92,100,1159.55,8,46,f,y
6,0.36,138,71,12290.01,8,25,f,n
6,0.2,132,52,1480.15,2,52,m,y
0,0.16,88,24,1515.28,10,76,m,n
14,0.24,17,53,2923.03,2,68,f,y
4,0.16,108,25,273.4,6,69,f,w
16,0.32,158,69,10768.32,5,73,m,w
15,0.28,10,40,8420.98,6,56,f,y
7,0.68,81,56,5970.24,9,57,f,y
0,0.2,160,41,2625.67,10,45,f,y
4,0.26,9,60,11868.3,7,50,m,n
2,0.4,121,100,10317.44,5,64,m,n
1,0.28,88,41,12320.59,10,73,m,w
6,0.43,178,39,383.71,7,52,m,y
3,0.5,111,65,151.43,8,48,f,n
10,0.19,161,49,4653.03,1,55,m,n
2,0.23,40,43,10899.3,10,64,f,w
6,0.25,149,48,13451.36,7,33,m,n
5,0.22,145,42,1776.76,4,25,m,y
4,0.2,85,39,26450.18,5,46,f,y
15,0.26,80,83,20011.53,2,36,f,y
7,0.15,48,8,152.67,10,47,m,n
11,0.26,33,35,2634.15,5,52,f,n
13,0.69,86,53,0.0,9,48,f,y
1,0.38,24,94,799.4,1,76,f,y
0,0.31,79,54,26018.43,3,59,f,y
0,0.28,128,61,738.13,4,59,m,w
4,0.15,60,31,141.58,9,64,f,y
3,0.33,88,78,7941.59,2,37,f,y
23,0.19,169,43,1247.77,7,70,m,y
4,0.34,67,51,3326.63,9,53,m,y
1,0.31,112,40,3503.97,10,65,f,n
1,0.18,172,38,22668.83,4,38,m,n
3,0.31,121,76,4494.94,5,31,m,y
15,0.34,46,40,3009.36,10,67,f,n
9,0.5,91,41,2479.04,4,60,m,y
11,0.42,71,78,11135.44,7,41,m,w
3,0.25,102,65,4002.63,8,41,f,y
5,0.35,173,55,0.0,8,71,f,y
18,0.27,24,62,12318.21,3,37,m,n
9,0.45,60,81,3785.87,2,79,f,y
9,0.16,117,36,542.06,6,41,f,y
1,0.7,51,67,1819.88,1,64,f,n
8,0.21,9,50,654.22,9,50,m,n
7,0.44,30,48,3571.57,7,64,m,y
11,0.33,68,45,4301.74,8,46,m,n
8,0.19,116,36,0.0,7,52,f,y
9,0.17,18,19,1048.82,5,55,f,n
13,0.23,120,53,0.0,5,39,f,n
11,0.28,91,55,0.0,7,66,f,n
9,0.29,9,72,9459.51,7,47,f,y
4,0.28,7,80,7473.02,2,51,m,y
1,0.19,72,59,307.09,2,40,f,y
3,0.26,115,42,231.87,7,25,f,y
9,0.35,35,57,6606.67,5,52,f,n
33,0.14,137,39,0.0,2,91,m,y
1,0.32,53,72,8488.16,1,66,f,y
1,0.27,48,73,1689.26,9,54,m,y
5,0.24,98,77,12706.19,8,51,m,y
13,0.32,178,79,11773.11,2,55,f,n
0,0.15,146,47,10726.56,2,63,f,y
15,0.16,52,16,603.79,3,37,m,n
1,0.16,33,34,414.41,4,71,f,y
6,0.22,42,42,21169.42,9,65,m,w
7,0.39,33,41,1020.12,6,65,m,w
3,0.34,160,50,3363.89,3,61,m,n
5,0.24,163,62,1333.16,8,55,f,w
3,0.21,139,39,0.0,6,65,f,y
20,0.25,125,67,1228.63,8,63,f,w
0,0.23,14,56,4568.41,10,49,f,n
16,0.24,139,61,989.83,2,46,m,w
0,0.28,162,62,5032.15,8,56,m,n
6,0.25,75,4,1437.76,5,78,f,w
36,0.25,91,27,952.54,10,36,m,n
1,0.39,71,80,29595.37,4,32,f,y
4,0.17,100,38,3464.81,3,57,f,y
4,0.2,75,45,2421.78,9,55,f,w
8,0.18,10,40,796.58,10,57,m,y
2,0.23,25,52,466.07,7,58,f,y
13,0.29,145,29,7289.66,7,51,f,y
1,0.28,107,46,473.3,6,77,m,y
36,0.26,107,51,0.0,9,30,f,n
14,0.22,141,57,11229.49,3,42,m,n
0,0.33,125,72,6363.01,1,53,m,y
9,0.3,54,58,1039.71,7,30,m,y
1,0.16,69,33,3305.26,9,52,m,y
