user_id,recency,frequency,tenure,capacity score,last gift amount,region,age,gender,marital status
2417,7,0.17,179,35,0.0,7,63,m,y
2418,13,0.31,98,35,219.98,3,60,m,n
2419,0,0.26,134,43,21303.62,6,60,f,w
2420,8,0.28,110,55,1184.55,7,35,m,y
2421,10,0.22,105,24,209.07,7,70,f,n
2422,12,0.17,108,27,1233.75,6,72,m,n
2423,3,0.7,36,43,826.7,3,51,m,y
2424,2,0.26,30,67,533.54,6,54,f,w
2425,8,0.17,52,50,11266.91,2,32,m,y
2426,5,0.51,6,80,5480.7,10,62,m,y
2427,3,0.17,107,47,738.61,1,63,f,y
2428,10,0.19,123,59,8115.15,8,54,f,y
2429,5,0.53,170,86,7501.14,3,71,m,n
2430,4,0.16,118,50,3096.81,8,49,f,n
2431,3,0.34,145,32,927.79,3,63,f,n
2432,0,0.37,25,95,7959.27,2,39,m,n
2433,14,0.25,35,56,13811.39,8,54,m,y
2434,3,0.27,84,69,0.0,3,52,m,w
2435,4,0.3,133,64,0.0,8,58,m,n
2436,1,0.22,90,57,1251.35,2,49,f,y
2437,7,0.21,69,37,2416.87,4,53,f,n
2438,7,0.38,23,69,5743.09,9,67,f,w
2439,2,0.44,37,78,1150.88,1,48,m,y
2440,3,0.27,152,45,1252.24,2,30,m,n
2441,11,0.34,99,75,3448.77,2,81,f,w
2442,6,0.42,38,50,15424.03,9,75,m,y
2443,2,0.35,155,23,16058.47,10,35,f,n
2444,6,0.41,114,76,9058.38,5,65,f,y
2445,16,0.33,162,36,1497.96,4,47,f,y
2446,36,0.18,9,33,1025.22,10,58,m,n
2447,0,0.42,105,84,46854.29,10,59,m,y
2448,4,0.29,127,57,5916.12,4,51,f,n
2449,4,0.31,137,24,6309.37,7,43,f,y
2450,23,0.57,10,66,4822.81,3,44,f,y
2451,20,0.11,172,8,254.14,9,41,m,n
2452,4,0.17,62,2,384.35,5,42,f,y
2453,2,0.52,36,93,12811.55,9,53,f,y
2454,8,0.3,12,59,362.75,1,44,m,n
2455,1,0.37,17,67,33341.72,10,65,f,w
2456,1,0.36,15,63,1459.56,8,77,f,w
2457,13,0.24,162,38,42.09,2,46,m,n
2458,14,0.32,146,47,382.12,8,58,m,w
2459,18,0.69,132,54,2570.09,4,62,f,w
2460,10,0.21,164,43,415.94,2,62,m,y
2461,1,0.23,142,38,1518.39,2,56,f,y
2462,2,0.34,93,66,9117.96,6,66,m,y
2463,4,0.21,149,42,2722.64,3,62,m,y
2464,3,0.45,16,74,12496.44,10,36,f,n
2465,6,0.27,169,58,5393.66,3,68,f,y
2466,0,0.54,6,61,4070.71,9,68,m,n
2467,24,0.44,26,72,0.0,5,43,f,y
2468,31,0.17,177,36,180.67,7,55,m,y
2469,0,0.25,105,64,3485.76,5,65,m,y
2470,0,0.11,170,30,175.67,2,51,m,w
2471,5,0.39,11,78,11315.1,8,71,m,y
2472,1,0.37,147,63,127018.64,9,90,f,w
2473,1,0.28,98,61,1719.03,2,43,f,y
2474,3,0.24,134,73,57956.78,2,34,f,n
2475,25,0.12,141,5,340.96,4,59,f,n
2476,22,0.24,116,53,0.0,8,65,m,w
2477,21,0.56,49,53,0.0,5,51,f,y
2478,1,0.32,128,81,8814000.42,5,76,f,y
2479,0,0.15,92,19,1445.24,7,34,f,y
2480,0,0.28,108,42,313.32,4,65,f,w
2481,7,0.22,110,48,792.67,9,45,f,y
2482,3,0.15,80,28,173.23,4,80,m,y
2483,16,0.37,160,100,4038.2,8,84,f,n
2484,8,0.19,41,21,4331.37,3,43,f,n
2485,36,0.36,175,63,0.0,6,46,f,n
2486,19,0.36,153,70,0.0,1,67,m,w
2487,6,0.54,13,96,34107.51,7,49,f,n
2488,14,0.29,51,67,4621.46,7,54,f,w
2489,1,0.35,105,90,42651.22,2,55,m,n
2490,15,0.35,57,35,153.79,5,26,f,y
2491,10,0.28,31,57,123882.67,4,54,m,w
2492,3,0.21,40,47,3291.26,10,44,m,n
2493,13,0.25,136,46,761.72,9,47,m,y
2494,8,0.3,128,48,2744.98,2,76,f,w
2495,0,0.17,137,20,4946.9,3,36,m,y
2496,30,0.31,67,93,16204.63,1,67,f,y
2497,2,0.47,69,44,39690.96,10,50,m,n
2498,6,0.32,152,78,79901.68,5,50,m,n
2499,16,0.23,176,34,1144.07,3,66,m,n
2500,2,0.31,87,72,1116.75,4,60,m,y
2501,2,0.34,19,80,88555.21,4,63,f,w
2502,6,0.37,19,71,1119.73,6,69,f,y
2503,3,0.21,59,33,18590.07,10,50,m,y
2504,9,0.23,162,56,19039.67,7,45,m,y
2505,3,0.3,136,59,9820.61,7,38,f,y
2506,36,0.24,103,66,229.4,8,42,m,y
2507,2,0.15,109,0,140.72,3,95,f,w
2508,8,0.24,10,55,8047.95,5,73,f,w
2509,2,0.26,10,40,394.74,10,34,m,w
2510,4,0.31,122,66,1012.26,6,35,m,n
2511,2,0.43,50,71,1497.8,6,62,f,y
2512,4,0.23,176,62,48659.28,8,63,m,n
2513,7,0.16,176,32,0.0,5,63,m,n
2514,9,0.16,121,35,307.24,5,51,m,y
2515,2,0.32,56,86,5641.73,1,53,f,n
2516,18,0.16,18,29,2899.88,1,59,f,y
2517,3,0.38,78,93,843.16,6,56,m,y
2518,0,0.4,73,65,8386.17,10,25,f,n
2519,23,0.29,74,44,359.09,10,51,m,n
2520,2,0.3,140,54,0.0,5,42,f,n
2521,36,0.28,97,45,0.0,10,57,m,y
2522,6,0.25,109,19,529.78,6,95,f,n
2523,15,0.32,83,59,7851.53,9,60,f,w
2524,0,0.23,175,65,8156.69,8,50,m,w
2525,6,0.23,107,41,21405.25,7,68,m,y
2526,0,0.17,10,34,736.67,7,62,m,y
2527,3,0.39,53,46,667.98,6,61,m,n
2528,0,0.16,128,30,304.68,6,64,m,y
2529,4,0.25,97,50,2842.42,1,85,f,y
2530,9,0.18,141,42,0.0,7,38,f,y
2531,16,0.24,154,50,78828.55,5,62,m,n
2532,8,0.43,93,52,9756.7,7,41,f,n
2533,10,0.34,123,45,289.29,6,63,f,y
2534,1,0.13,29,40,1500.25,8,41,f,y
2535,2,0.31,146,61,0.0,3,48,m,n
2536,22,0.22,118,57,0.0,8,50,m,y
2537,1,0.26,148,66,42043.33,7,69,f,y
2538,36,0.43,115,84,0.0,1,68,m,y
2539,14,0.35,94,33,0.0,3,36,f,y
2540,12,0.25,114,43,1949.87,10,55,f,y
2541,13,0.29,58,73,0.0,4,44,m,n
2542,3,0.25,164,49,1411.87,9,36,m,n
2543,12,0.18,56,43,434.44,6,51,f,y
2544,3,0.33,172,54,6711.53,7,50,f,y
2545,3,0.44,122,51,0.0,5,91,f,y
2546,12,0.21,62,52,1628.76,3,61,m,n
2547,3,0.33,120,57,2243.65,5,34,f,y
2548,13,0.24,62,60,15955.54,7,46,f,y
2549,0,0.26,40,62,6236.89,9,70,f,n
2550,1,0.21,91,27,114.36,9,86,m,w
2551,21,0.21,140,57,1722.94,8,31,m,y
2552,7,0.2,58,49,16296.21,5,26,m,y
2553,5,0.63,15,57,13997.02,7,83,f,w
2554,6,0.16,44,30,0.0,4,60,f,w
2555,4,0.23,168,35,13106.82,10,41,f,y
2556,1,0.25,132,43,29076.34,5,63,f,n
2557,17,0.5,64,52,11658.63,4,25,m,n
2558,11,0.38,122,60,3729.13,3,55,m,w
2559,9,0.3,155,72,1827.94,1,59,m,y
2560,14,0.36,142,58,0.0,5,68,m,n
2561,10,0.32,105,43,51.39,2,39,f,n
2562,5,0.26,13,57,421.11,6,56,f,y
2563,1,0.23,125,56,6251.65,5,41,m,n
2564,0,0.34,63,55,5305.11,2,58,f,y
2565,0,0.2,132,58,2305.79,8,41,f,y
2566,5,0.21,100,40,258.4,5,48,m,y
2567,1,0.4,155,60,235.0,2,40,m,n
2568,2,0.29,100,58,0.0,1,64,m,y
2569,16,0.13,173,40,0.0,2,67,m,n
2570,7,0.32,161,97,0.0,1,51,f,n
2571,33,0.19,179,42,180.74,10,55,m,y
2572,23,0.12,74,23,11234.77,10,33,m,y
2573,4,0.29,57,71,0.0,3,50,f,n
2574,8,0.27,16,39,0.0,3,54,f,w
2575,23,0.08,155,9,0.0,10,94,m,y
2576,12,0.49,52,53,5063.24,1,38,f,y
2577,8,0.18,94,36,518.51,7,76,m,y
2578,7,0.26,18,59,1653.58,10,69,m,y
2579,6,0.25,131,65,17044.4,7,59,f,y
2580,1,0.2,105,48,699.92,9,81,m,n
2581,0,0.83,123,36,2819.79,5,60,f,y
2582,2,0.29,178,65,5791.56,4,60,m,y
2583,6,0.31,80,50,427.09,5,54,m,n
2584,21,0.3,74,52,898.66,8,73,f,w
2585,4,0.2,126,41,0.0,8,71,m,y
2586,15,0.26,83,50,512.8,4,45,f,n
2587,0,0.28,27,77,51495.87,8,35,f,y
2588,10,0.31,168,46,2281.54,4,51,f,w
2589,0,0.39,165,87,11833333.33,4,42,f,n
2590,18,0.37,171,100,0.0,8,54,m,n
2591,5,0.17,63,51,1313.36,2,73,f,y
2592,5,0.35,173,62,5107.44,4,48,f,n
2593,20,0.23,26,57,60968.6,1,54,f,y
2594,4,0.22,54,68,15350.51,1,55,f,y
2595,18,0.27,102,73,5725.31,8,67,f,y
2596,9,0.31,97,86,2713.04,4,25,m,n
2597,2,0.23,44,54,737.61,6,45,f,n
2598,0,0.75,105,64,8492.6,5,58,m,y
2599,18,0.35,15,49,0.0,10,73,m,n
2600,3,0.6,173,36,0.0,6,47,f,y
2601,0,0.5,63,57,5794.94,4,26,m,y
2602,18,0.59,94,75,14718.17,4,64,m,n
2603,6,0.31,178,65,283.62,7,45,m,y
2604,9,0.31,150,65,1452.46,1,37,f,y
2605,24,0.25,126,67,7013.98,9,45,m,y
2606,1,0.16,73,20,336.46,10,52,f,n
2607,7,0.31,15,50,12479.57,3,45,m,y
2608,1,0.12,122,18,329.67,4,25,f,w
2609,2,0.38,67,34,2273.45,9,68,m,y
2610,6,0.26,94,65,32329.38,5,74,f,w
2611,2,0.26,165,10,1408.1,4,64,m,y
2612,5,0.24,77,30,76396.47,6,37,f,n
2613,0,0.38,175,58,6447.18,1,51,f,y
2614,8,0.23,178,50,15850.98,10,54,f,y
2615,11,0.24,81,43,0.0,1,63,f,y
2616,2,0.21,154,45,7104.3,5,65,m,y
2617,0,0.22,114,48,702.76,5,43,f,y
2618,0,0.12,160,20,920.08,9,56,f,y
2619,7,0.39,133,65,11408.29,1,61,f,n
2620,36,0.32,163,35,1788.5,3,76,f,w
2621,9,0.31,79,74,2045.07,3,65,f,y
2622,0,0.24,134,57,2649.6,4,66,f,y
2623,22,0.39,14,60,0.0,7,56,m,y
2624,15,0.3,8,64,8766.64,7,76,f,y
2625,5,0.32,118,77,725019.4,10,61,f,n
2626,13,0.23,58,23,0.0,5,42,f,n
2627,2,0.23,175,44,571.66,9,76,m,y
2628,1,0.35,152,56,6082.36,7,65,f,y
2629,1,0.18,11,49,102.47,2,48,f,n
2630,2,0.31,140,60,5024.79,3,47,m,y
2631,2,0.42,176,53,2204.96,7,59,f,y
2632,4,0.33,85,39,538.11,5,61,m,n
2633,9,0.4,41,21,1265.52,7,57,f,y
2634,1,0.1,101,17,100.61,9,59,m,y
2635,1,0.4,44,28,2246.82,9,80,m,w
2636,0,0.19,48,39,2925.36,3,71,m,y
2637,5,0.4,170,36,499.83,8,57,f,n
2638,10,0.18,161,33,1105.87,6,69,m,y
2639,4,0.16,55,29,1278.52,4,39,f,n
2640,10,0.33,44,60,0.0,4,60,f,w
2641,6,0.28,135,32,4612.74,4,82,f,n
2642,3,0.4,130,9,401.14,7,51,m,n
2643,6,0.31,170,76,28929.85,6,42,f,n
2644,14,0.27,106,69,2596.93,2,45,f,y
2645,1,0.24,120,34,302.35,5,38,m,n
2646,6,0.23,24,3,191.3,5,43,m,n
2647,8,0.39,74,61,11720.98,6,49,m,n
2648,18,0.45,49,37,981.59,7,33,f,y
2649,7,0.36,146,91,36475.38,8,55,m,y
2650,0,0.32,155,33,2687.24,10,68,m,y
2651,6,0.34,140,56,13468.87,8,41,f,y
2652,1,0.3,135,74,3682.31,5,77,f,n
2653,4,0.36,67,100,384801.3,2,62,f,y
2654,6,0.2,94,43,751.65,10,70,f,y
2655,8,0.2,138,65,1704.2,8,45,m,y
2656,0,0.31,153,25,8971.82,6,67,f,y
2657,15,0.44,131,51,0.0,3,38,m,n
2658,23,0.24,59,46,3903.64,4,68,f,n
2659,9,0.22,81,57,0.0,1,57,f,y
2660,7,0.34,169,76,857.81,3,63,m,y
2661,7,0.31,149,53,1429.17,4,37,f,y
2662,9,0.56,62,39,1089.33,2,41,f,y
2663,16,0.34,69,28,301.65,6,63,m,y
2664,1,0.28,143,85,24127.86,8,40,f,n
2665,0,0.44,104,61,6506.31,6,61,f,y
2666,0,0.21,107,31,4887.33,10,34,f,n
2667,2,0.37,104,52,16167.78,3,67,f,y
2668,4,0.37,56,44,2585.94,9,36,f,y
2669,5,0.22,32,41,0.0,4,63,m,n
2670,2,0.22,140,56,6383.83,6,64,m,n
2671,0,0.3,96,68,142.03,4,44,m,n
2672,2,0.16,46,34,746.61,4,63,m,w
2673,11,0.34,123,87,0.0,2,58,f,y
2674,7,0.56,131,70,1149.74,10,46,m,n
2675,10,0.44,102,72,3863.17,2,39,m,y
2676,5,0.28,126,75,1883.82,2,25,m,n
2677,2,0.33,146,62,29016.18,2,60,f,y
2678,26,0.25,122,39,0.0,8,31,f,y
2679,15,0.27,71,45,19505.89,10,56,m,n
2680,19,0.3,136,44,1537.75,4,51,f,y
2681,1,0.37,16,29,1749.13,4,65,m,y
2682,9,0.29,138,69,0.0,10,50,f,y
2683,6,0.27,65,67,0.0,10,50,m,n
2684,1,0.24,135,52,1486.74,3,65,f,w
2685,13,0.2,97,20,0.0,5,60,f,n
2686,0,0.3,82,63,4548.74,4,59,f,n
2687,1,0.31,109,51,3625.38,7,62,m,y
2688,1,0.23,69,40,6536.3,10,31,f,y
2689,6,0.19,146,12,1651.99,7,66,f,y
2690,5,0.26,59,67,2631.18,6,64,f,y
2691,21,0.33,145,73,0.0,7,39,m,y
2692,14,0.32,151,56,34360.18,7,51,m,y
2693,3,0.19,23,49,323.45,8,54,f,y
2694,6,0.23,150,62,14526.0,1,52,m,n
2695,2,0.21,172,51,5711.48,3,60,m,y
2696,1,0.32,91,39,9889.38,3,76,m,w
2697,7,0.27,146,52,590.89,5,71,f,w
2698,13,0.27,50,66,7952.58,10,35,m,n
2699,0,0.3,133,51,20286.74,7,64,f,w
2700,0,0.27,107,68,92655.94,10,74,m,y
2701,0,0.18,122,23,1378.8,6,60,m,n
2702,9,0.2,152,46,18120.16,4,71,m,w
2703,3,0.22,152,18,583.02,6,85,m,n
2704,9,0.1,26,11,0.0,7,70,f,n
2705,2,0.5,29,48,12139.26,4,58,f,y
2706,0,0.23,163,45,225.32,8,70,f,y
2707,8,0.11,53,18,0.0,5,57,m,y
2708,1,0.24,168,45,5568.42,3,55,f,w
2709,6,0.18,115,51,669.0,2,49,f,n
2710,4,0.25,64,51,1836.01,1,78,f,w
2711,17,0.26,22,22,714.81,4,42,f,n
2712,0,0.24,53,66,6813.03,2,77,m,y
2713,4,0.31,60,49,142103.27,3,62,f,y
2714,14,0.35,142,46,0.0,1,34,m,n
2715,9,0.53,82,80,10813.3,6,60,m,y
2716,16,0.19,19,43,1612.13,4,25,f,y
2717,36,0.18,159,29,133.49,5,64,f,y
2718,6,0.17,90,45,1727.72,8,68,f,y
2719,3,0.27,49,44,1551.17,4,46,m,n
2720,0,0.24,144,8,207.4,6,56,m,y
2721,7,0.24,56,29,8394.94,3,84,m,w
2722,12,0.67,175,86,414786.74,8,47,f,n
2723,5,0.24,168,62,0.0,3,39,m,y
2724,1,0.2,69,43,1144.25,7,77,f,y
2725,18,0.31,100,22,0.0,7,84,m,y
2726,18,0.19,151,30,390.86,3,55,f,w
2727,3,0.4,147,68,3331.83,3,70,f,y
2728,8,0.48,125,25,436.73,10,75,m,y
2729,11,0.25,54,38,1652.38,10,43,m,n
2730,0,0.27,150,52,646.07,8,47,f,y
2731,14,0.32,154,75,2375.66,3,73,f,w
2732,10,0.49,147,84,0.0,2,80,f,w
2733,5,0.28,8,41,0.0,5,63,f,y
2734,20,0.29,164,50,29941.82,7,41,m,n
2735,12,0.18,52,57,0.0,8,84,f,y
2736,5,0.29,177,73,17043.53,1,47,m,n
2737,16,0.74,22,69,4488.98,2,49,f,n
2738,16,0.31,86,66,73326.62,7,60,m,y
2739,7,0.52,32,51,759.63,9,78,f,y
2740,17,0.58,76,45,851.94,3,67,m,w
2741,10,0.28,95,56,10261.51,8,61,m,y
2742,0,0.17,135,27,28.31,10,61,m,n
2743,16,0.13,85,20,0.0,3,55,f,y
2744,11,0.27,114,47,2194.95,4,63,f,y
2745,3,0.21,92,65,5411.4,2,25,f,n
2746,1,0.22,11,32,2184.9,9,50,m,y
2747,0,0.42,106,87,75618.4,5,58,f,n
2748,26,0.26,151,51,0.0,5,37,f,y
2749,7,0.19,60,41,916.29,4,60,m,y
2750,0,0.32,72,37,643.9,5,51,m,w
2751,0,0.35,152,88,1409.33,1,81,f,n
2752,0,0.29,79,71,3732.64,10,78,m,w
2753,9,0.2,144,51,42276.9,10,48,m,n
2754,1,0.26,101,43,4474.9,6,52,f,w
2755,5,0.39,170,65,11088.68,4,53,m,w
2756,14,0.26,91,55,3431.56,4,48,f,y
2757,11,0.28,137,39,2316.74,5,57,f,w
2758,4,0.29,18,41,349.64,1,43,f,y
2759,14,0.19,75,26,533.93,4,38,f,y
2760,2,0.23,98,49,0.0,10,64,m,y
2761,2,0.36,135,85,11673.93,3,64,f,y
2762,11,0.31,94,40,1305.83,5,42,m,n
2763,5,0.25,165,59,17295.2,10,68,f,y
2764,23,0.26,68,61,38903.16,5,45,f,y
2765,2,0.23,65,59,3406.48,8,58,f,y
2766,6,0.38,159,91,3868.36,1,67,f,y
2767,1,0.24,155,53,1136.07,3,54,m,n
2768,0,0.15,79,11,3289.4,5,61,m,y
2769,1,0.35,137,65,3039.9,3,47,f,y
2770,0,0.37,149,81,3612.99,6,52,m,y
2771,1,0.22,68,55,4464.21,10,51,f,y
2772,0,0.23,175,38,2091.28,3,43,m,n
2773,1,0.23,166,47,827.69,6,52,f,y
2774,4,0.14,146,44,1603.48,8,31,m,y
2775,2,0.43,51,46,8392.47,4,47,f,y
2776,3,0.22,146,38,9409.73,8,50,f,y
2777,1,0.42,38,42,3863.65,7,51,m,w
2778,21,0.22,128,46,7613.44,4,51,m,y
2779,18,0.38,19,25,0.0,3,54,m,n
2780,3,0.25,13,48,45.21,5,62,m,n
2781,19,0.17,91,26,0.0,5,68,m,y
2782,4,0.36,179,41,2786.29,7,45,m,w
2783,2,0.14,131,42,4243.08,1,36,f,n
2784,36,0.38,134,66,0.0,9,39,m,n
2785,4,0.44,64,78,0.0,2,47,f,y
2786,0,0.43,65,58,9373.97,9,49,f,n
2787,7,0.17,54,39,1331.7,9,43,m,y
2788,1,0.37,85,37,3308.48,3,35,m,y
2789,7,0.27,98,33,7158.33,7,48,f,n
2790,0,0.3,66,22,618.16,3,57,m,w
2791,0,0.24,121,40,884.07,8,63,f,y
2792,2,0.31,28,54,440.57,8,46,f,n
2793,7,0.38,138,78,0.0,3,48,m,n
2794,8,0.19,90,27,3214.24,5,41,f,y
2795,8,0.38,125,21,2597.01,7,54,m,y
2796,5,0.13,133,38,459.13,1,42,m,y
2797,3,0.28,55,76,3246.29,3,63,f,n
2798,16,0.25,169,44,0.0,1,28,f,n
2799,4,0.22,153,35,2646.65,2,49,f,y
2800,12,0.45,48,71,18815.83,7,59,f,y
2801,5,0.27,141,37,6469.28,7,57,f,n
2802,15,0.15,174,31,19313.42,3,95,f,w
2803,0,0.34,30,25,245.15,6,60,m,y
2804,2,0.22,121,54,3521.6,6,39,f,n
2805,12,0.26,12,64,0.0,2,53,f,w
2806,9,0.24,120,29,3050.22,9,28,m,y
2807,19,0.21,91,36,0.0,8,53,f,y
2808,7,0.33,166,88,43319.6,2,42,m,n
2809,24,0.27,43,61,0.0,4,68,f,y
2810,19,0.17,17,29,928.58,9,46,f,n
2811,20,0.59,129,60,795.58,4,53,f,y
2812,7,0.33,49,80,176428.27,7,45,m,y
2813,17,0.25,58,37,3706.38,5,81,f,y
2814,4,0.29,19,51,13503.59,10,50,m,y
2815,29,0.32,97,62,0.0,6,82,f,y
2816,1,0.25,57,48,3933.44,1,67,f,n
2817,2,0.27,51,62,0.0,4,62,f,y
2818,5,0.23,174,47,1067.46,5,60,f,w
2819,25,0.26,135,67,0.0,6,60,f,y
2820,6,0.25,105,40,2792.58,6,26,m,y
2821,0,0.22,115,48,487.72,5,50,m,y
2822,7,0.22,33,50,6270.03,3,67,f,n
2823,24,0.41,116,75,1701.09,2,54,f,y
2824,4,0.22,37,28,0.0,7,33,m,y
2825,2,0.16,97,26,391.34,1,54,f,w
2826,7,0.17,81,36,465.67,5,80,m,y
2827,9,0.21,27,33,29332.4,4,73,m,y
2828,4,0.23,175,33,0.0,7,54,f,y
2829,0,0.13,117,22,2309.63,2,69,m,n
2830,3,0.24,162,54,0.0,8,49,m,y
2831,5,0.25,109,66,34597.97,9,29,m,n
2832,5,0.27,73,65,4033.01,10,41,f,n
2833,9,0.13,166,32,2127.95,1,78,f,w
2834,0,0.2,179,35,13053.69,5,50,f,y
2835,17,0.5,142,56,0.0,4,51,m,w
2836,7,0.29,43,55,9717.42,5,50,f,y
2837,6,0.25,85,56,0.0,9,83,f,n
2838,1,0.34,31,53,2189.24,3,79,f,y
2839,1,0.17,48,48,1656.49,1,88,f,w
2840,6,0.18,32,37,0.0,3,52,m,y
2841,10,0.25,16,56,18.42,4,59,m,y
2842,11,0.2,112,55,4434.03,2,32,m,n
2843,6,0.25,159,65,5400.81,1,77,m,y
2844,3,0.26,83,44,1607.11,1,37,f,y
2845,1,0.31,62,73,4402.34,8,58,f,n
2846,6,0.31,6,64,1341.47,4,38,f,n
2847,3,0.53,16,77,891.4,2,46,m,y
2848,13,0.23,163,58,3716.07,10,42,m,y
2849,5,0.24,93,45,1610.76,3,45,m,w
2850,2,0.33,137,71,189.33,8,46,m,n
2851,14,0.24,91,51,0.0,6,46,m,y
2852,19,0.25,115,59,11701.48,8,67,f,n
2853,1,0.29,77,79,2359.55,10,38,m,n
2854,6,0.24,116,57,4257.37,5,58,f,y
2855,15,0.16,38,35,0.0,3,73,m,y
2856,16,0.52,166,39,1375.13,6,47,f,y
2857,6,0.31,79,40,6530.91,10,44,f,n
2858,6,0.21,71,32,130.59,8,51,m,y
2859,0,0.15,113,32,1777.54,5,72,f,y
2860,10,0.22,9,37,1362.16,5,57,f,w
2861,1,0.28,160,37,9789.89,3,47,f,y
2862,17,0.19,38,17,0.0,3,62,f,n
2863,12,0.28,110,66,29464.49,8,38,m,y
2864,36,0.33,131,48,163.12,1,65,f,n
2865,6,0.28,89,63,894.52,4,61,f,y
2866,4,0.43,82,66,2090.24,9,50,m,y
2867,2,0.21,88,38,969.14,6,42,m,n
2868,0,0.37,37,77,2008.13,6,41,f,n
2869,8,0.42,121,100,0.0,10,63,m,n
2870,23,0.25,161,48,0.0,7,73,f,w
2871,5,0.19,24,37,8948.09,7,45,f,n
2872,2,0.35,164,79,30055.3,6,61,f,y
2873,9,0.14,58,27,3683.21,9,25,m,n
2874,10,0.3,93,83,684.07,8,46,m,n
2875,10,0.27,165,60,0.0,8,54,m,n
2876,25,0.17,14,52,0.0,2,41,f,n
2877,1,0.32,88,45,250.88,7,40,f,y
2878,13,0.29,156,68,2973.88,1,44,f,y
2879,0,0.6,30,73,233435.68,10,59,f,y
2880,9,0.17,179,53,0.0,8,52,m,w
2881,11,0.2,177,41,1475.85,3,25,m,n
2882,4,0.23,123,34,1415.34,9,25,f,n
2883,10,0.3,72,60,1808.09,5,45,f,y
2884,1,0.3,132,59,3614.67,7,61,m,y
2885,0,0.35,161,86,1403374.49,7,25,m,n
2886,1,0.39,83,45,12016.86,9,47,m,n
2887,1,0.23,157,74,1660.99,2,47,m,y
2888,14,0.41,61,50,123.49,4,75,f,w
2889,2,0.3,55,48,4703.26,8,49,f,y
2890,10,0.34,106,44,273.74,5,60,f,y
2891,14,0.41,8,41,3542.78,5,57,f,n
2892,24,0.23,28,32,3951.8,3,25,f,n
2893,13,0.34,167,29,1944.99,5,66,f,n
2894,14,0.21,14,37,1705.86,7,58,m,y
2895,3,0.38,87,71,34614.35,4,62,f,y
2896,2,0.18,64,45,313.8,8,95,m,y
2897,4,0.31,71,31,1977.09,6,25,m,y
2898,9,0.18,155,42,133.9,6,80,m,n
2899,2,0.31,120,24,412.71,6,50,f,y
2900,0,0.29,40,77,1053.36,4,59,m,y
2901,6,0.23,164,53,0.0,3,54,m,y
2902,0,0.31,83,38,114.84,10,48,m,n
2903,12,0.24,114,54,247.48,6,46,f,n
2904,1,0.2,53,27,10142.82,6,59,f,n
2905,19,0.28,58,70,4891.44,2,32,f,y
2906,6,0.26,80,53,0.0,10,66,m,y
2907,8,0.45,37,44,1284.67,9,48,m,y
2908,3,0.2,93,24,330.71,4,38,f,y
2909,8,0.31,145,43,385.2,4,48,m,y
2910,2,0.45,67,60,6378.05,10,73,f,y
2911,13,0.25,8,51,1573.62,8,46,f,n
2912,3,0.32,11,50,3841.81,3,60,f,w
2913,8,0.23,132,42,4414.72,10,44,f,y
2914,10,0.72,117,45,6028.19,7,66,m,n
2915,3,0.41,17,70,25219.03,7,65,m,y
2916,8,0.56,58,72,2901.2,2,82,f,w
2917,3,0.12,153,19,0.0,3,52,m,n
2918,6,0.29,139,80,0.0,4,65,m,w
2919,12,0.26,89,59,1857.54,2,56,m,y
2920,10,0.27,147,31,23119.21,9,74,m,y
2921,2,0.41,174,62,11676.16,10,44,m,y
2922,9,0.4,54,55,0.0,6,66,m,y
2923,13,0.15,113,37,1074.33,1,52,f,w
2924,1,0.25,89,35,593.22,1,54,f,n
2925,0,0.21,109,61,7007.65,8,56,f,n
2926,4,0.33,100,69,3057.01,6,58,f,y
2927,2,0.13,36,17,6277.21,10,53,m,w
2928,0,0.14,161,21,962.15,7,58,m,y
2929,17,0.24,17,53,117.91,6,78,m,y
2930,0,0.2,21,53,1333.42,2,69,f,n
2931,3,0.18,168,30,5001.52,3,68,f,y
2932,11,0.41,49,55,3863.1,8,48,m,y
2933,0,0.38,73,72,4427.41,4,41,m,y
2934,1,0.29,143,94,12315.96,8,69,f,n
2935,7,0.2,8,33,805.73,3,68,f,n
2936,5,0.17,36,48,0.0,2,77,f,y
2937,0,0.32,121,47,16785.29,7,45,m,n
2938,4,0.72,10,100,27304.66,1,51,m,n
2939,2,0.27,10,49,281.44,3,30,f,n
2940,9,0.59,71,63,7707.18,2,49,f,n
2941,6,0.26,20,59,16246.57,5,69,f,n
2942,6,0.32,154,77,0.0,2,48,f,n
2943,11,0.24,106,37,453.71,10,64,f,y
2944,1,0.3,16,32,3882.63,5,52,f,y
2945,7,0.22,47,48,1792.72,3,59,m,y
2946,1,0.35,71,90,35880.23,9,37,m,y
2947,5,0.19,99,31,595.63,10,56,f,y
2948,10,0.25,66,38,2658.15,9,25,m,y
2949,9,0.15,65,44,0.0,8,52,f,y
2950,4,0.53,147,57,3894.49,5,30,f,y
2951,2,0.33,125,73,54073.34,10,73,f,n
2952,0,0.21,138,31,895.81,7,66,m,n
2953,3,0.3,36,81,25518.82,2,62,m,n
2954,7,0.22,53,41,5326.72,3,77,f,n
2955,2,0.31,37,83,0.0,2,40,f,y
2956,13,0.31,62,78,25000.68,10,81,f,y
2957,14,0.16,167,45,329.75,1,68,m,y
2958,4,0.17,100,20,10713.8,3,51,m,y
2959,4,0.28,160,40,22875.64,4,72,f,w
2960,1,0.22,87,42,0.0,9,38,f,y
2961,1,0.26,10,80,914.18,2,42,f,n
